"id";"ssflag";"pagenumberinocrdocument";"authorfirstname";"authorlastname";"title";"firsteditionpublisher";"firsteditionpublicationplace";"firsteditionpublicationyear";"secondeditionpublisher";"secondeditionpublicationplace";"secondeditionpublicationyear";"additionalinfos";"ocrresult"
"74049";"2";"81";"Wilhelm";"Lamszus";"Der Genius am Galgen";"Oldenburg";"Leipzig";"1924";"";"";"";"";"Lamszus, Wilhelm: Der Genius am Galgen. Leipzig: Oldenburg 1924."
"74050";"2";"81";"Wilhelm";"Lamszus";"Das Irrenhaus";"Pfadweiser-Verl.";"Hamburg";"1919";"";"";"";"";"Lamszus, Wilhelm: Das Irrenhaus. Hamburg: Pfadweiser-Verl. 1919."
"74051";"2";"81";"Wilhelm";"Lamszus";"Das Menschenschlachthaus";"Janssen";"Hamburg";"1913";"Oldenburg";"Leipzig";"1923";"";"Lamszus, Wilhelm: Das Menschenschlachthaus. Hamburg: Janssen 1913. — Leipzig: Oldenburg 1923."
"74052";"2";"81";"Wilhelm";"Lamszus";"Der verlorene Sohn";"Janssen";"Hamburg";"1914";"Westermann";"Braunschweig";"1921";"";"Lamszus, Wilhelm: Der verlorene Sohn. Hamburg: Janssen 1914. — Braunschweig: Westermann 1921."
"74053";"1";"81";"M. M.";"Landa";"Was ist die rote Armee und wessen Interessen verteidigt sie?";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1934";"";"";"";"";"Landa, M. M.: Was ist die rote Armee und wessen Interessen verteidigt sie? Moskau: Verlagsgen. ausländ. Arbeiter 1934."
"74054";"2";"81";"";"";"Landagitation, Zur ~";"Vorwärts";"Berlin";"1891";"";"";"";"";"Landagitation, Zur ~. Berlin: Vorwärts 1891."
"74055";"2";"81";"Gustav";"Landauer";"Sämtliche Schriften von und über ~";"";"";"";"";"";"";"";"Landauer, Gustav: Sämtliche Schriften von und über ~."
"74056";"1";"81";"Esther";"Landolt";"Delfine";"Humanitas-Verl.";"Zürich";"1936";"";"";"";"";"Landolt, Esther: Delfine. Zürich: Humanitas-Verl. 1936."
"74057";"1";"81";"";"Landsberg, Paul L.";"Die Erfahrung des Todes";"Vita Nova-Verl.";"Luzern";"";"";"";"";"";"Landsberg, Paul L.: Die Erfahrung des Todes. Luzern: Vita-nova-Verl."
"74058";"2";"81";"Artur";"Landsberger";"Sämtliche Schriften";"";"";"";"";"";"";"";"Landsberger, Artur: Sämtliche Schriften."
"74059";"2";"81";"Heinrich";"Lang";"Der Saboteur";"Eden-Verl.";"Berlin";"1934";"";"";"";"";"Lang, Heinrich: Der Saboteur. Berlin: Eden-Verl. 1934."
"74060";"2";"81";"Johannes";"Lang";"Hitlers Glück und Ende? Frankfurt a";"Goethe-Verl.";"Frankfurt a.M.";"1932";"";"";"";"";"Lang, Johannes: Hitlers Glück und Ende? Frankfurt a. M.: Goethe-Verl. 1932."
"74061";"1";"81";"P.";"Lang";"Die Front des Friedens gegen die Front des Krieges";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1936";"";"";"";"";"Lang, P.: Die Front des Friedens gegen die Front des Krieges. Moskau: Verlagsgen. ausländ. Arbeiter 1936."
"74062";"1";"81";"P.";"Lang";"Trotzkismus und Faschismus im Bunde gegen Sozialismus und Frieden";"Ed. Prométhée";"Strassburg";"1937";"";"";"";"";"Lang, P.: Trotzkismus und Faschismus im Bunde gegen Sozialismus und Frieden. Strassburg: Ed. Prométhée 1937."
"74063";"2";"81";"Erich";"Lange";"Die Erziehungslehre der evangelischen Theologie";"Junker & Dünnhaupt";"Berlin";"1936";"";"";"";"";"Lange, Erich: Die Erziehungslehre der evangelischen Theologie. Berlin: Junker & Dünnhaupt 1936."
"74064";"2";"81";"Ernst";"Lange";"Die Zerrissenen";"Drei-Kegel-Verl.";"Berlin";"1928";"";"";"";"";"Lange, Ernst: Die Zerrissenen. Berlin: Drei-Kegel-Verl. 1928."
"74065";"2";"81";"Friedrich Albert";"Lange";"Die Arbeiterfrage";"Vorwärts";"Berlin";"1910";"";"";"";"";"Lange, Friedrich Albert: Die Arbeiterfrage. Berlin: Vorwärts 1910."
"74066";"2";"81";"Paul";"Langenscheidt";"Sämtliche Schriften";"";"";"";"";"";"";"";"Langenscheidt, Paul: Sämtliche Schriften."
"74067";"2";"81";"Georg";"Langer";"Die jüdischen Gebetriemen";"Internat. Psychoanalyt. Verl.";"Wien";"1931";"";"";"";"";"Langer, Georg: Die jüdischen Gebetriemen. Wien: Internat. Psychoanalyt. Verl. 1931."
"74068";"2";"81";"M. D. Georg";"Langer";"Die Erotik der Kabbala";"Flesch";"Prag";"1923";"";"";"";"";"Langer, M. D. Georg: Die Erotik der Kabbala. Prag: Flesch 1923."
"74069";"2";"81";"Wolfgang";"Langhoff";"Sämtliche Schriften";"";"";"";"";"";"";"";"Langhoff, Wolfgang: Sämtliche Schriften."
"74070";"2";"81";"P.";"Langner";"Der Massenstreik im Kampfe des Proletariats";"Internat. Arbeiter-Verl.";"Berlin";"1931";"";"";"";"";"Langner, P.: Der Massenstreik im Kampfe des Proletariats. Berlin: Internat. Arbeiter-Verl. 1931."
"74071";"2";"83";"Lotte";"Lehmann";"Anfang und Aufstieg";"Reichner";"Wien";"1937";"";"";"";"";"Lehmann, Lotte: Anfang und Aufstieg. Wien: Reichner 1937."
"74072";"2";"83";"Otto";"Lehmann";"Jan Kollár [Johann Kollar]";"Schmaler";"Bautzen";"1928";"";"";"";"";"Lehmann, Otto: Jan Kollár [Johann Kollar]. Bautzen: Schmaler 1928."
"74073";"2";"83";"Otto";"Lehmann-Russbueldt";"Sämtliche Schriften";"";"";"";"";"";"";"";"Lehmann-Russbueldt, Otto: Sämtliche Schriften."
"74074";"2";"83";"Friedrich";"Lehner";"Wie werden Brautleute in der Ehe glücklich?";"Schlusche";"Lobnig";"1938";"";"";"";"";"Lehner, Friedrich: Wie werden Brautleute in der Ehe glücklich? Lobnig: Schlusche 1938."
"74075";"2";"83";"Curt Carl Adolf";"Lehning";"Die Rettung der Weltwirtschaft durch die mathem. u. bilanzierende Lösung der Geldfrage";"Hauschild";"Bremen";"1933";"";"";"";"";"Lehning, Curt Carl Adolf: Die Rettung der Weltwirtschaft durch die mathem. u. bilanzierende Lösung der Geldfrage. Bremen: Hauschild 1933."
"74076";"2";"83";"";"";"Lehren, Die ~ der Saarniederlage";"Wehle";"Prag";"1935";"";"";"";"";"Lehren, Die ~ der Saarniederlage. Prag: Wehle 1935."
"74077";"2";"83";"Otto";"Leichter";"Die Sprengung des Kapitalismus";"Wiener Volksbuchh.";"Wien";"1932";"";"";"";"";"Leichter, Otto: Die Sprengung des Kapitalismus. Wien: Wiener Volksbuchh. 1932."
"74078";"2";"83";"Otto";"Leichter";"Die Wirtschaftsrechnung in der sozialistischen Gesellschaft";"Wiener Volksbuchh.";"Wien";"1923";"";"";"";"";"Leichter, Otto: Die Wirtschaftsrechnung in der sozialistischen Gesellschaft. Wien: Wiener Volksbuchh. 1923."
"74079";"1";"83";"Eva";"Leidmann";"Auch meine Mutter freute sich nicht!";"Zinnen-Verl.";"Basel";"1932";"";"";"";"";"Leidmann, Eva: Auch meine Mutter freute sich nicht! Basel: Zinnen-Verl. 1932."
"74080";"1";"83";"Eva";"Leidmann";"Wie man sich bettet";"Zinnen-Verl.";"Basel";"1933";"";"";"";"";"Leidmann, Eva: Wie man sich bettet. Basel: Zinnen-Verl. 1933."
"74081";"2";"83";"Martin";"Leinert";"Die Sozialgeschichte der Grosstadt";"Vera-Verl.";"Hamburg";"1925";"";"";"";"";"Leinert, Martin: Die Sozialgeschichte der Grosstadt. Hamburg: Vera-Verl. 1925."
"74082";"2";"83";"Emmy";"Leitner";"Sämtliche Schriften. Leitner, Marie: Hotel Amerika";"Neuer dt. Verl.";"Berlin";"1930";"";"";"";"";"Leitner, Emmy: Sämtliche Schriften. Leitner, Marie: Hotel Amerika. Berlin: Neuer dt. Verl. 1930."
"74083";"2";"83";"Erwin";"Le Mang";"Heiratsschwindler und ihre Tricks";"Rudolph";"Dresden";"1929";"";"";"";"";"Le Mang, Erwin: Heiratsschwindler und ihre Tricks. Dresden: Rudolph 1929."
"74084";"2";"83";"Alfred";"Lemm";"Der fliehende Felician";"Georg Müller";"München";"1917";"";"";"";"";"Lemm, Alfred: Der fliehende Felician. München: Georg Müller 1917."
"74085";"2";"83";"Alfred";"Lemm";"Mord";"Roland-Verl.";"München";"1918";"";"";"";"";"Lemm, Alfred: Mord. München: Roland-Verl. 1918."
"74086";"2";"83";"Alfred";"Lemm";"Vom Wesen der wahren Vaterlandsliebe";"Barger";"Berlin";"1917";"";"";"";"";"Lemm, Alfred: Vom Wesen der wahren Vaterlandsliebe. Berlin: Barger 1917."
"74087";"2";"83";"Camille";"Lemonnier";"Es geht ein Wind durch die Mühlen";"Der Bücherkreis";"Berlin";"1928";"";"";"";"";"Lemonnier, Camille: Es geht ein Wind durch die Mühlen. Berlin: Der Bücherkreis 1928."
"74088";"2";"83";"Camille";"Lemonnier";"Die Liebe im Menschen";"Wigand";"Leipzig";"1920";"";"";"";"";"Lemonnier, Camille: Die Liebe im Menschen. Leipzig: Wigand 1920."
"74089";"2";"83";"Camille";"Lemonnier";"Der eiserne Moloch";"Juncker";"Berlin";"1924";"Der Bücherkreis";"Berlin";"1928";"";"Lemonnier, Camille: Der eiserne Moloch. Berlin: Juncker 1924. — Berlin: Der Bücherkreis 1928."
"74090";"2";"83";"Emil";"Lengyel";"Sämtliche Schriften";"";"";"";"";"";"";"";"Lengyel, Emil: Sämtliche Schriften."
"74091";"2";"83";"Ludwig";"Lenhart";"Kettelers Zeitrufe";"Bachem";"Köln";"1935";"";"";"";"";"Lenhart, Ludwig: Kettelers Zeitrufe. Köln: Bachem 1935."
"74092";"2";"83";"";"";"Lenin. Leben u. Werk";"Verl. f. Lit. u. Politik";"Wien";"1924";"";"";"";"";"Lenin. Leben u. Werk. Wien: Verl. f. Lit. u. Politik 1924."
"74093";"2";"83";"";"";"Lenin, Mit ~. 50 Kampflieder";"Verl. Junge Garde";"Berlin";"1922";"";"";"";"";"Lenin, Mit ~. 50 Kampflieder. Berlin: Verl. Junge Garde 1922."
"74094";"1";"83";"";"";"Lenin in den ersten Tagen der Sowjetmacht";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1934";"";"";"";"";"Lenin in den ersten Tagen der Sowjetmacht. Moskau: Verlagsgen. ausländ. Arbeiter 1934."
"74095";"2";"83";"Wladimir Iljitsch";"Lenin";"Sämtliche Schriften von und über ~";"";"";"";"";"";"";"";"Lenin, Wladimir Iljitsch: Sämtliche Schriften von und über ~."
"74096";"1";"83";"";"";"Leninismus. Lesehefte f. Schulen u. Selbstunterricht";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1935";"";"";"";"";"Leninismus. Lesehefte f. Schulen u. Selbstunterricht. Moskau: Verlagsgen. ausländ. Arbeiter 1935."
"74097";"2";"83";"";"";"Lenin-Märchen";"Verl. d. Jugendinternationale";"Berlin";"1929";"";"";"";"";"Lenin-Märchen. Berlin: Verl. d. Jugendinternationale 1929."
"74098";"2";"83";"Emil";"Lenk";"Die Ehe in der Praxis";"Asa-Verl.";"Leipzig";"1931";"";"";"";"";"Lenk, Emil: Die Ehe in der Praxis. Leipzig: Asa-Verl. 1931."
"74099";"2";"83";"Eugen";"Lennhoff";"Sämtliche Schriften";"";"";"";"";"";"";"";"Lennhoff, Eugen: Sämtliche Schriften."
"74100";"2";"83";"Paul";"Lensch";"Sämtliche Schriften";"";"";"";"";"";"";"";"Lensch, Paul: Sämtliche Schriften."
"74101";"2";"85";"";"";"Lexikon des geheimen Wissens";"Hutter";"Wien";"1934";"";"";"";"";"Lexikon des geheimen Wissens. Wien: Hutter 1934."
"74102";"2";"85";"Gerhard von";"Leyst";"Kurzgefasster Leitfaden für den russischen Sprachunterricht";"Fesdand-Verl.";"Berlin";"1929";"";"";"";"";"Leyst, Gerhard von: Kurzgefasster Leitfaden für den russischen Sprachunterricht. Berlin: Fesdand-Verl. 1929."
"74103";"2";"85";"Jurij";"Libedinsky";"Sämtliche Schriften";"";"";"";"";"";"";"";"Libedinsky, Jurij: Sämtliche Schriften."
"74104";"2";"85";"Karl Max";"Lichnowsky";"Auf dem Wege zum Abgrund";"Reissner";"Dresden";"1927";"";"";"";"";"Lichnowsky, Karl Max: Auf dem Wege zum Abgrund. Dresden: Reissner 1927."
"74105";"2";"85";"Siegfried";"Lichtenstaedter";"Antisemitica";"Engel";"Leipzig";"1926";"";"";"";"";"Lichtenstaedter, Siegfried: Antisemitica. Leipzig: Engel 1926."
"74106";"2";"85";"Siegfried";"Lichtenstaedter";"Geburtenregelung und Judentum";"Engel";"Leipzig";"1933";"";"";"";"";"Lichtenstaedter, Siegfried: Geburtenregelung und Judentum. Leipzig: Engel 1933."
"74107";"2";"85";"Siegfried";"Lichtenstaedter";"Praktisches Judentum";"Engel";"Leipzig";"1931";"";"";"";"";"Lichtenstaedter, Siegfried: Praktisches Judentum. Leipzig: Engel 1931."
"74108";"2";"85";"Siegfried";"Lichtenstaedter";"Nationalitätsprinzip und Bevölkerungsaustausch";"Verl. d. Schönheit";"Dresden";"1917";"";"";"";"";"Lichtenstaedter, Siegfried: Nationalitätsprinzip und Bevölkerungsaustausch. Dresden: Verl. d. Schönheit 1917."
"74109";"2";"85";"Siegfried";"Lichtenstaedter";"Jüdische Politik";"Engel";"Leipzig";"1933";"";"";"";"";"Lichtenstaedter, Siegfried: Jüdische Politik. Leipzig: Engel 1933."
"74110";"2";"85";"Siegfried";"Lichtenstaedter";"Recht oder Unrecht?";"Verl. d. Schönheit";"Dresden";"1915";"";"";"";"";"Lichtenstaedter, Siegfried: Recht oder Unrecht? Dresden: Verl. d. Schönheit 1915."
"74111";"2";"85";"Siegfried";"Lichtenstaedter";"Die jüdische Religion in Gegenwart u. Zukunft";"Engel";"Leipzig";"1921";"";"";"";"";"Lichtenstaedter, Siegfried: Die jüdische Religion in Gegenwart u. Zukunft. Leipzig: Engel 1921."
"74112";"2";"85";"Siegfried";"Lichtenstaedter";"Schächtfrage und Schächtgegner";"Engel";"Leipzig";"1931";"";"";"";"";"Lichtenstaedter, Siegfried: Schächtfrage und Schächtgegner. Leipzig: Engel 1931."
"74113";"2";"85";"Siegfried";"Lichtenstaedter";"Schächtfrage und jüdische Speisegesetze";"Engel";"Leipzig";"1927";"";"";"";"";"Lichtenstaedter, Siegfried: Schächtfrage und jüdische Speisegesetze. Leipzig: Engel 1927."
"74114";"2";"85";"Siegfried";"Lichtenstaedter";"Schächtfrage und Tierschutz";"Engel";"Leipzig";"1929";"";"";"";"";"Lichtenstaedter, Siegfried: Schächtfrage und Tierschutz. Leipzig: Engel 1929."
"74115";"2";"85";"";"";"Lichtkleid, Im ~";"Verl. Gesundes Leben";"Rudolstadt";"1924";"";"";"";"";"Lichtkleid, Im ~. Rudolstadt: Verl. Gesundes Leben 1924."
"74116";"1";"85";"Lou";"Lichtveld";"De sfinx van Spanje";"Nijgh & Van Ditmar";"Rotterdam";"1937";"";"";"";"";"Lichtveld, Lou: De sfinx van Spanje. Rotterdam: Nijgh & Van Ditmar 1937."
"74117";"1";"85";"Leopold";"Lichtwitz";"Pathologie der Funktionen und Regulationen";"Sijthoff";"Leiden";"1936";"";"";"";"";"Lichtwitz, Leopold: Pathologie der Funktionen und Regulationen. Leiden: Sijthoff 1936."
"74118";"2";"85";"Vladimir";"Lidin";"Der Abtrünnige";"Drei Kegel-Verl.";"Berlin";"1928";"";"";"";"";"Lidin, Vladimir: Der Abtrünnige. Berlin: Drei Kegel-Verl. 1928."
"74119";"2";"85";"Fritz";"Lieb";"Sämtliche Schriften";"";"";"";"";"";"";"";"Lieb, Fritz: Sämtliche Schriften."
"74120";"2";"85";"";"";"Liebe glücklich: lebe glücklich";"Berolina";"Berlin";"1932";"";"";"";"";"Liebe glücklich: lebe glücklich! Berlin: Berolina 1932."
"74121";"2";"85";"";"";"Liebe und Leidenschaft. Flagell.-erot. Roman.";"";"o. O.";"1930";"";"";"";"";"Liebe und Leidenschaft. Flagell.-erot. Roman. o. O. 1930."
"74122";"2";"0";"";"";"Liebe in London: Flagell.-masoch. Roman";"";"";"";"";"";"";"";"Liebe in London: Flagell.-masoch. Roman. o. O. u. J."
"74123";"2";"85";"";"";"Liebe im Orient. Bd 1—3";"Schneider";"Wien";"1929";"";"";"";"";"Liebe im Orient. Bd 1—3. Wien: Schneider 1929."
"74124";"2";"85";"";"";"Liebe verboten";"Verl. f. Arbeiterkultur";"Berlin";"1931";"";"";"";"";"Liebe verboten. Berlin: Verl. f. Arbeiterkultur 1931."
"74125";"2";"85";"";"";"Liebe und Wollust. Erzählungen.";"";"o. O.";"1905";"";"";"";"";"Liebe und Wollust. Erzählungen. o. O. 1905."
"74126";"2";"85";"Matjew";"Liebermann";"Sämtliche Schriften";"";"";"";"";"";"";"";"Liebermann, Matjew: Sämtliche Schriften."
"74127";"2";"85";"";"";"Liebeslehre, Die ~";"Kultur-Verl.";"Berlin";"1928";"";"";"";"";"Liebeslehre, Die ~. Berlin: Kultur-Verl. 1928."
"74128";"2";"85";"";"";"Liebeslexikon von A bis Z";"Verl. f. Kulturforschung";"Wien";"1932";"";"";"";"";"Liebeslexikon von A bis Z. Wien: Verl. f. Kulturforschung 1932."
"74129";"2";"85";"";"";"Liebesorakel, Das untrügliche ~";"Buchversand Gutenberg";"Dresden";"1931";"";"";"";"";"Liebesorakel, Das untrügliche ~. Dresden: Buchversand Gutenberg 1931."
"74130";"2";"85";"";"";"Liebestempel, Der ~";"Elite-Verl.";"Leipzig";"1929";"";"";"";"";"Liebestempel, Der ~. Leipzig: Elite-Verl. 1929."
"74131";"1";"87";"Franz";"Lipp";"Kriegsschuld — Kriegsende";"Ed. Sebastian Brant";"Strassburg";"1934";"";"";"";"";"Lipp, Franz: Kriegsschuld — Kriegsende. Strassburg: Ed. Sebastian Brant 1934."
"74132";"1";"87";"Z.";"Lippay";"Hinter den Kulissen der Abrüstungs-Konferenz";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1932";"";"";"";"";"Lippay, Z.: Hinter den Kulissen der Abrüstungs-Konferenz. Moskau: Verlagsgen. ausländ. Arbeiter 1932."
"74133";"2";"87";"Jakob";"Lippmann";"Lassalles Ende";"Jahn";"Leipzig";"1922";"";"";"";"";"Lippmann, Jakob: Lassalles Ende. Leipzig: Jahn 1922."
"74134";"1";"87";"Eva";"Lips";"Savage symphony. A personal record of the Third Reich";"Random house";"New York";"1938";"";"";"";"";"Lips, Eva: Savage symphony. A personal record of the Third Reich. New York: Random house 1938."
"74135";"1";"87";"Eva";"Lips";"Savage symphony: What Hitler did to us";"H. Joseph";"London";"1938";"";"";"";"";"Lips, Eva: Savage symphony: What Hitler did to us. London: H. Joseph 1938."
"74136";"2";"87";"Hippolyte Prosper Olivier";"Lissagaray";"Sämtliche Schriften";"";"";"";"";"";"";"";"Lissagaray, Hippolyte Prosper Olivier: Sämtliche Schriften."
"74137";"2";"87";"Paul";"Lissmann";"Briefe an sexualpathologische Männer";"Marcus";"Berlin";"1918";"";"";"";"";"Lissmann, Paul: Briefe an sexualpathologische Männer. Berlin: Marcus 1918."
"74138";"1";"87";"A.";"Litwak";"Neue Punkte auf der Landkarte";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1932";"";"";"";"";"Litwak, A.: Neue Punkte auf der Landkarte. Moskau: Verlagsgen. ausländ. Arbeiter 1932."
"74139";"1";"87";"Maxim M.";"Litwinow";"Die Sowjetunion — ein machtvolles Bollwerk des allgemeinen Friedens";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1936";"";"";"";"";"Litwinow, Maxim M.: Die Sowjetunion — ein machtvolles Bollwerk des allgemeinen Friedens. Moskau: Verlagsgen. ausländ. Arbeiter 1936."
"74140";"2";"87";"Fedor";"Liubow";"Golod. Russischer Hunger";"Ehrlich";"Berlin";"1922";"";"";"";"";"Liubow, Fedor: Golod. Russischer Hunger. Berlin: Ehrlich 1922."
"74141";"1";"87";"J. William";"Lloyd";"Die Methode Karezza oder Magnetation";"Veen";"Amersfoort";"1922";"";"";"";"";"Lloyd, J. William: Die Methode Karezza oder Magnetation. Amersfoort: Veen 1922."
"74142";"1";"87";"J. William";"Lloyd";"Karezza-Praxis";"Zitzmann";"Lauf";"1930";"";"";"";"";"Lloyd, J. William: Karezza-Praxis. Lauf: Zitzmann 1930."
"74143";"2";"87";"Josef";"Loebel";"Von der Ehe bis zur Liebe";"Grethlein";"Leipzig";"1929";"";"";"";"";"Loebel, Josef: Von der Ehe bis zur Liebe. Leipzig: Grethlein 1929."
"74144";"2";"87";"Ernst Friedrich";"Loehndorff";"Afrika weint";"Grethlein";"Leipzig";"1930";"Schünemann";"Bremen";"1933";"";"Loehndorff, Ernst Friedrich: Afrika weint. Leipzig: Grethlein 1930. — Bremen: Schünemann 1933."
"74145";"2";"87";"Busso";"Loewe";"Das ABC des Deutschen Heiden";"Thiel & Böhm";"Erfurt";"1935";"";"";"";"";"Loewe, Busso: Das ABC des Deutschen Heiden. Erfurt: Thiel & Böhm 1935."
"74146";"2";"87";"Kurt";"Loewenstein";"Sämtliche Schriften";"";"";"";"";"";"";"";"Loewenstein, Kurt: Sämtliche Schriften."
"74147";"2";"87";"Hubertus Prinz zu";"Loewenstein-Wertheim-Freudenberg";"Sämtliche Schriften";"";"";"";"";"";"";"";"Loewenstein-Wertheim-Freudenberg, Hubertus Prinz zu: Sämtliche Schriften."
"74148";"1";"87";"Karl";"Loewith";"Jacob Burckhardt";"Vita Nova-Verl.";"Luzern";"1936";"";"";"";"";"Loewith, Karl: Jacob Burckhardt. Luzern: Vita Nova-Verl. 1936."
"74149";"2";"87";"Julius";"Loewy";"Das Wunder der Liebe";"Hesse u. Becker";"Leipzig";"1927";"";"";"";"";"Loewy, Julius: Das Wunder der Liebe. Leipzig: Hesse u. Becker 1927."
"74150";"1";"87";"Anatolij";"Loginow";"Die Bauarbeiter im Lande des Sozialismus";"Ed. Prométhée";"Strassburg";"1937";"";"";"";"";"Loginow, Anatolij: Die Bauarbeiter im Lande des Sozialismus. Strassburg: Ed. Prométhée 1937."
"74151";"2";"87";"Johannes";"Lohmann";"Hitlerworte als Gleichnisse für Gottesworte";"Christi. Schriftenvertrieb Maar";"Bamberg";"1934";"";"";"";"";"Lohmann, Johannes: Hitlerworte als Gleichnisse für Gottesworte. Bamberg: Christi. Schriftenvertrieb Maar 1934."
"74152";"2";"87";"Richard";"Lohmann";"Sämtliche Schriften";"";"";"";"";"";"";"";"Lohmann, Richard: Sämtliche Schriften."
"74153";"1";"87";"Alfred";"Loisy";"La Crise morale du temps présent et l'éducation humaine";"Thiébaud";"Paris";"1937";"";"";"";"";"Loisy, Alfred: La Crise morale du temps présent et l'éducation humaine. Paris: Thiébaud 1937."
"74154";"2";"87";"Jurij W.";"Lomonossoff";"Die russische Märzrevolution 1917";"Drei Masken-Verl.";"München";"1921";"";"";"";"";"Lomonossoff, Jurij W.: Die russische Märzrevolution 1917. München: Drei Masken-Verl. 1921."
"74155";"2";"87";"Jack";"London";"Martin Eden";"";"";"";"";"";"";"Sämtl. Ausgaben";"London, Jack: Martin Eden. Sämtl. Ausgaben."
"74156";"2";"87";"Jack";"London";"Die eiserne Ferse";"";"";"";"";"";"";"Sämtl. Ausgaben";"London, Jack: Die eiserne Ferse. Sämtl. Ausgaben."
"74157";"2";"87";"Jack";"London";"Die Zwangsjacke";"Universitas";"Berlin";"1930";"";"";"";"";"London, Jack: Die Zwangsjacke. Berlin: Universitas 1930."
"74158";"2";"87";"Albert";"Londres";"Bagno";"Laub";"Berlin";"1924";"";"";"";"";"Londres, Albert: Bagno. Berlin: Laub 1924."
"74159";"2";"89";"Mathilde";"Ludendorff";"Verschüttete Volksseele";"Ludendorff-Verl.";"München";"1935";"";"";"";"";"Ludendorff, Mathilde: Verschüttete Volksseele. München: Ludendorff-Verl. 1935."
"74160";"2";"89";"Emil";"Ludwig";"Sämtliche Schriften";"";"";"";"";"";"";"";"Ludwig, Emil: Sämtliche Schriften."
"74161";"2";"89";"Ernst";"Luedemann";"Die Nerven";"Arbeitsgemeinschaft f. Kultur u. Aufbau";"München";"1928";"Stalling";"Oldenburg";"1930";"";"Luedemann, Ernst: Die Nerven. München: Arbeitsgemeinschaft f. Kultur u. Aufbau 1928. — Oldenburg: Stalling 1930."
"74162";"2";"89";"Walter";"Luetgebrune";"Ein Kampf um Röhm";"Huber";"Diessen";"1933";"";"";"";"";"Luetgebrune, Walter: Ein Kampf um Röhm. Diessen: Huber 1933."
"74163";"1";"89";"Walter";"Luethi";"Die kommende Kirche";"Reinhardt";"Basel";"1937";"";"";"";"";"Luethi, Walter: Die kommende Kirche. Basel: Reinhardt 1937."
"74164";"1";"89";"";"";"Luethi, Walter, u. Robert Brunner: Schweigt die Kirche";"Gotthelf-Verl.";"Bern";"1936";"";"";"";"";"Luethi, Walter, u. Robert Brunner: Schweigt die Kirche? Bern: Gotthelf-Verl. 1936."
"74165";"1";"0";"Wilhelm";"Luftig";"Fort mit Brille und Augenglas!";"Verl. für Augenheilkunde ";"Berlin";"1931";"";"";"";"";"Luftig, Wilhelm: Fort mit Brille und Augenglas! Berlin: Verl. für Augenheilkunde ... 1931."
"74166";"1";"0";"Wilhelm";"Luftig";"Netzhautablösung und ihre operationslose Behandlung";"Verl. für Augenheilkunde ...";"Berlin";"1931";"";"";"";"";"Luftig, Wilhelm: Netzhautablösung und ihre operationslose Behandlung. Berlin: Verl. für Augenheilkunde ... 1931."
"74167";"2";"89";"Georg";"Lukacs";"Moses Hess und die Probleme der idealistischen Dialektik";"Hirschfeld";"Leipzig";"1926";"";"";"";"";"Lukacs, Georg: Moses Hess und die Probleme der idealistischen Dialektik. Leipzig: Hirschfeld 1926."
"74168";"1";"89";"Michael";"Lukjanow";"Iwanowo-Wosnessensk das rote Textilgebiet";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1932";"";"";"";"";"Lukjanow, Michael: Iwanowo-Wosnessensk das rote Textilgebiet. Moskau: Verlagsgen. ausländ. Arbeiter 1932."
"74169";"2";"89";"Anatolij";"Lunatscharskij";"Sämtliche Schriften";"";"";"";"";"";"";"";"Lunatscharskij, Anatolij: Sämtliche Schriften."
"74170";"1";"89";"Heinz";"Lunau";"Die geistige Situation der Deutschen";"Ed. de la Phalange";"Brüssel";"1936";"";"";"";"";"Lunau, Heinz: Die geistige Situation der Deutschen. Brüssel: Ed. de la Phalange 1936."
