Stimmart;Adresse;Bezirksnummer;Bezirksname;Wahlbezirk;Wahlbezirksart;"Abgeordneten-
hauswahlkreis";"Bundestags-
wahlkreis";OstWest;Wahlberechtigte insgesamt;Wahlberechtigte A1;Wahlberechtigte A2;Wahlberechtigte A3;Wähler;"darunter
Wähler B1
(bei endgültigem Ergebnis)";Ungültige Stimmen;Gültige Stimmen;SPD;CDU;GRÜNE;DIE LINKE;AfD;PIRATEN;FDP;Tierschutzpartei;Die PARTEI;NPD;FAMILIE;Volksabstimmung;ÖDP;FREIE WÄHLER;DKP;MLPD;SGP;BP;TIERSCHUTZ hier!;Tierschutzallianz;Bündnis C;BIG;BGE;DIE DIREKTE!;DiEM25;III. Weg;Die Grauen;DIE RECHTE;DIE VIOLETTEN;LIEBE;DIE FRAUEN;Graue Panther;LKR;MENSCHLICHE WELT;NL;ÖkoLinX;Die Humanisten;PARTEI FÜR DIE TIERE;Gesundheitsforschung;Volt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W601;03;Pankow;601;Urnenwahlbezirk;06;76;O;1 728;1 364;364;0;807;9;6;801;88;53;311;125;40;12;27;16;58;2;2;0;4;5;3;0;0;0;3;0;0;1;1;1;12;0;2;1;1;1;3;4;0;1;0;3;1;3;3;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W602;03;Pankow;602;Urnenwahlbezirk;06;76;O;1 599;1 173;426;0;775;13;3;772;76;38;351;92;35;5;22;13;53;0;0;0;6;2;0;0;2;0;0;0;2;0;4;0;17;0;2;1;3;1;4;4;1;2;1;3;3;3;1;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W603;03;Pankow;603;Urnenwahlbezirk;06;76;O;1 214;923;291;0;614;5;3;611;66;35;276;95;28;2;12;11;34;0;0;2;5;2;0;1;0;0;0;0;1;0;0;1;11;0;0;0;0;0;0;0;1;0;0;8;2;0;0;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W604;03;Pankow;604;Urnenwahlbezirk;06;76;O;1 474;1 097;376;1;816;9;6;810;90;51;337;104;43;4;21;15;86;0;1;0;4;2;0;0;1;0;1;0;1;0;2;0;18;0;1;0;0;1;0;2;0;0;1;1;1;0;1;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W605;03;Pankow;605;Urnenwahlbezirk;06;76;O;1 441;1 103;338;0;777;8;2;775;78;39;349;104;29;11;18;10;74;1;2;1;3;4;1;0;0;0;3;0;0;0;0;0;17;0;3;0;0;0;3;0;0;0;1;8;3;1;2;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W606;03;Pankow;606;Urnenwahlbezirk;06;76;O;1 684;1 243;441;0;861;6;6;855;88;55;398;127;40;6;14;15;58;1;2;0;7;2;1;0;0;0;0;0;0;1;1;0;6;0;0;0;2;1;2;1;1;0;1;2;4;1;0;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W607;03;Pankow;607;Urnenwahlbezirk;06;76;O;1 727;1 274;453;0;922;9;2;920;96;49;459;119;25;8;22;14;53;0;2;0;4;4;3;0;0;0;0;0;1;1;1;3;15;0;0;1;0;0;1;3;0;1;1;6;3;1;3;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W608;03;Pankow;608;Urnenwahlbezirk;06;76;O;1 622;1 208;414;0;846;2;4;842;75;48;441;87;24;5;25;9;64;0;1;1;4;1;0;0;0;0;2;0;0;0;0;0;22;2;1;0;0;1;3;1;0;0;0;0;2;0;1;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W609;03;Pankow;609;Urnenwahlbezirk;06;76;O;1 589;1 170;419;0;851;11;6;845;72;34;399;104;40;6;26;13;58;0;4;2;10;4;0;1;0;0;0;0;0;0;4;2;24;0;0;0;0;0;1;1;3;2;0;8;1;1;2;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W610;03;Pankow;610;Urnenwahlbezirk;06;76;O;1 649;1 227;422;0;824;18;1;823;82;49;377;105;29;7;24;11;53;0;0;1;5;2;3;0;2;0;0;4;0;0;0;0;22;1;2;1;2;1;2;0;0;1;0;4;3;2;0;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W611;03;Pankow;611;Urnenwahlbezirk;06;76;O;1 535;1 101;434;0;691;7;3;688;68;26;296;98;41;4;23;6;52;1;2;0;5;3;0;1;0;0;2;1;2;1;0;1;19;0;1;0;1;1;1;2;0;0;0;9;1;0;2;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W612;03;Pankow;612;Urnenwahlbezirk;06;76;O;1 538;1 116;422;0;804;9;1;803;85;63;335;98;36;5;22;11;63;0;2;2;4;3;2;1;1;1;0;0;1;1;1;1;19;0;0;1;0;0;1;1;0;1;1;5;3;0;2;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W613;03;Pankow;613;Urnenwahlbezirk;06;76;O;1 530;1 074;456;0;745;7;2;743;82;39;331;115;30;8;19;9;42;1;0;0;9;2;0;0;0;0;0;0;0;0;2;1;15;0;0;0;0;2;0;1;0;1;0;3;1;0;0;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W614;03;Pankow;614;Urnenwahlbezirk;06;76;O;1 787;1 288;499;0;918;12;3;915;71;49;411;140;28;7;31;16;70;1;0;1;8;2;2;1;0;2;2;0;1;0;2;1;25;0;2;0;1;1;2;1;1;1;1;4;2;0;2;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W615;03;Pankow;615;Urnenwahlbezirk;06;76;O;928;646;282;0;462;6;1;461;33;19;231;49;15;3;19;2;41;0;2;0;3;1;1;0;0;0;0;0;0;0;2;0;8;0;0;1;2;0;2;0;1;1;0;5;1;1;0;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W616;03;Pankow;616;Urnenwahlbezirk;06;76;O;810;603;207;0;414;3;3;411;33;17;185;57;14;2;11;6;40;0;2;0;5;1;0;0;0;0;0;1;0;0;1;1;16;0;1;0;0;0;1;0;0;1;0;10;1;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W617;03;Pankow;617;Urnenwahlbezirk;06;76;O;1 685;1 247;438;0;906;12;3;903;86;39;414;128;21;11;27;13;66;0;0;0;4;2;1;0;3;0;1;0;0;0;4;0;38;0;0;0;0;1;3;1;2;1;0;10;3;0;0;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W618;03;Pankow;618;Urnenwahlbezirk;06;76;O;1 768;1 306;462;0;982;14;3;979;94;62;462;109;30;6;35;17;75;0;2;0;8;5;1;0;1;0;1;1;0;0;2;0;26;0;1;0;2;0;3;1;0;0;0;4;4;1;0;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W619;03;Pankow;619;Urnenwahlbezirk;06;76;O;1 428;1 065;363;0;691;6;3;688;55;24;331;96;23;11;20;10;62;0;6;1;4;2;0;0;0;0;1;0;0;0;2;0;15;0;1;0;0;0;3;0;1;1;1;5;3;0;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W620;03;Pankow;620;Urnenwahlbezirk;06;76;O;1 762;1 280;482;0;909;10;3;906;90;45;432;103;33;0;27;12;81;0;2;0;7;3;1;0;0;0;2;0;3;1;1;1;23;0;2;0;1;0;3;0;0;0;0;5;2;0;0;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W701;03;Pankow;701;Urnenwahlbezirk;07;76;O;1 531;1 274;257;0;699;4;11;688;72;61;187;121;57;10;31;25;45;0;7;0;7;4;2;0;0;0;2;5;1;0;0;1;17;0;3;0;1;0;1;1;3;2;0;0;4;0;2;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W702;03;Pankow;702;Urnenwahlbezirk;07;76;O;1 505;1 225;280;0;687;2;12;675;67;58;229;108;63;3;19;14;50;3;8;1;4;7;2;0;0;0;1;1;0;0;1;0;11;2;1;2;0;1;1;0;1;1;1;0;3;1;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W703;03;Pankow;703;Urnenwahlbezirk;07;76;O;1 746;1 432;314;0;739;12;10;729;70;59;215;98;76;9;21;21;79;2;5;0;6;6;0;1;0;0;0;3;0;0;4;1;14;0;1;2;0;0;2;7;0;1;2;0;3;1;3;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W704;03;Pankow;704;Urnenwahlbezirk;07;76;O;1 352;1 137;215;0;576;4;9;567;51;45;163;102;72;2;18;20;37;3;6;3;2;0;1;2;0;0;3;1;0;0;0;0;8;0;5;0;3;1;0;4;0;2;0;1;1;1;4;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W705;03;Pankow;705;Urnenwahlbezirk;07;76;O;1 669;1 289;380;0;773;3;5;768;80;53;276;123;64;8;27;24;58;1;5;1;8;6;2;1;0;0;1;3;0;0;1;0;8;0;0;0;0;2;1;1;0;1;1;0;2;1;1;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W706;03;Pankow;706;Urnenwahlbezirk;07;83;O;1 593;1 292;300;1;598;7;11;587;56;45;142;121;64;6;16;9;52;0;3;1;10;4;2;0;0;0;4;1;0;0;3;0;11;0;4;1;0;0;2;3;2;3;1;2;3;2;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W707;03;Pankow;707;Urnenwahlbezirk;07;83;O;1 962;1 519;443;0;862;9;4;858;85;41;306;160;53;8;20;22;83;0;0;0;13;5;1;1;1;0;2;2;0;1;1;1;22;0;7;0;2;0;1;1;1;1;2;4;1;0;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W708;03;Pankow;708;Urnenwahlbezirk;07;83;O;1 598;1 209;389;0;736;7;5;731;82;37;264;118;46;6;17;17;76;3;1;0;3;3;0;0;0;0;3;1;2;0;2;2;14;0;3;0;1;0;0;2;0;0;0;2;2;1;4;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W709;03;Pankow;709;Urnenwahlbezirk;07;83;O;1 641;1 337;304;0;790;11;5;785;70;40;224;186;61;8;22;16;81;2;1;1;5;3;3;0;0;0;0;0;0;1;1;2;21;0;2;0;0;1;1;1;0;0;5;4;2;5;4;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W710;03;Pankow;710;Urnenwahlbezirk;07;83;O;1 785;1 427;358;0;801;4;8;793;105;62;201;151;97;9;19;13;47;1;4;2;11;4;3;0;0;0;8;1;1;1;1;1;15;0;2;0;1;1;1;5;1;3;0;2;0;6;3;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W711;03;Pankow;711;Urnenwahlbezirk;07;83;O;1 545;1 218;327;0;660;5;6;654;60;55;207;106;51;5;23;21;52;3;5;0;7;3;0;1;0;0;4;1;1;0;2;2;8;0;6;2;2;3;0;3;0;1;1;4;1;1;1;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W712;03;Pankow;712;Urnenwahlbezirk;07;76;O;1 558;1 214;344;0;733;6;3;730;86;49;221;120;54;9;18;13;68;3;4;0;6;4;1;0;1;0;5;1;0;0;2;1;29;0;5;0;3;1;4;1;0;0;0;2;1;0;1;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W713;03;Pankow;713;Urnenwahlbezirk;07;76;O;1 548;1 134;414;0;802;4;9;793;86;52;360;87;23;6;24;20;71;1;2;0;3;2;0;1;0;0;0;0;1;0;0;0;19;0;0;0;0;1;0;0;0;0;0;5;3;0;0;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W714;03;Pankow;714;Urnenwahlbezirk;07;76;O;1 343;988;355;0;647;9;3;644;65;36;266;101;55;5;20;10;42;2;2;0;8;1;0;1;0;0;1;1;0;0;3;0;7;0;1;0;0;1;1;2;1;0;0;2;4;0;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W715;03;Pankow;715;Urnenwahlbezirk;07;76;O;1 619;1 268;351;0;769;6;6;763;89;56;286;112;51;6;9;20;65;0;4;1;3;6;4;1;1;0;2;1;0;0;1;1;13;0;1;0;1;0;2;2;1;0;0;4;1;3;3;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W716;03;Pankow;716;Urnenwahlbezirk;07;76;O;1 541;1 123;418;0;768;15;1;767;79;54;328;94;41;5;24;15;56;1;1;1;6;4;1;1;0;0;3;0;1;1;2;1;21;0;4;0;1;1;0;1;0;2;1;3;0;1;0;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W717;03;Pankow;717;Urnenwahlbezirk;07;76;O;1 342;967;375;0;625;7;0;625;69;40;256;91;31;10;11;9;57;0;1;1;7;4;2;1;0;0;0;0;0;1;2;0;11;0;1;0;0;0;0;3;2;1;0;0;0;1;0;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W718;03;Pankow;718;Urnenwahlbezirk;07;76;O;1 119;899;220;0;543;4;4;539;50;34;170;99;58;3;18;9;46;1;7;0;8;2;0;0;0;1;3;1;0;0;1;0;4;1;0;1;1;0;1;1;1;0;2;0;0;0;2;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W719;03;Pankow;719;Urnenwahlbezirk;07;76;O;1 377;1 111;266;0;599;2;3;596;60;39;180;118;57;4;11;14;57;1;10;0;6;3;2;0;1;0;0;0;0;0;0;0;6;0;1;0;0;0;1;0;0;2;1;5;3;3;2;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W720;03;Pankow;720;Urnenwahlbezirk;07;76;O;1 469;1 117;352;0;737;1;4;733;74;52;312;108;36;4;8;12;63;0;4;0;5;2;1;0;0;0;5;1;0;0;2;0;13;0;4;0;2;2;0;1;0;1;0;3;3;1;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W801;03;Pankow;801;Urnenwahlbezirk;08;83;O;1 928;1 598;330;0;798;7;9;789;90;66;154;172;138;11;17;19;39;4;6;1;3;3;2;1;0;1;3;3;1;1;2;1;17;0;0;0;0;2;0;4;2;0;1;1;6;3;3;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W802;03;Pankow;802;Urnenwahlbezirk;08;83;O;1 570;1 147;423;0;784;13;7;777;61;37;346;137;34;4;24;11;63;0;0;0;5;5;0;0;0;0;0;2;0;0;0;0;15;0;0;0;0;1;3;1;0;1;1;3;4;2;1;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W803;03;Pankow;803;Urnenwahlbezirk;08;83;O;1 604;1 185;419;0;785;5;1;784;53;71;343;90;33;8;37;9;68;0;1;0;7;4;0;0;1;0;1;3;1;0;5;0;19;0;2;0;1;0;1;0;0;0;0;5;3;0;1;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W804;03;Pankow;804;Urnenwahlbezirk;08;83;O;1 508;1 111;397;0;810;13;2;808;53;46;397;113;26;9;24;11;63;0;0;0;6;3;0;0;1;0;1;0;0;0;2;1;24;0;0;0;1;2;2;0;0;1;0;9;1;0;1;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W805;03;Pankow;805;Urnenwahlbezirk;08;83;O;1 819;1 307;512;0;968;14;5;963;90;73;436;123;34;3;37;16;63;0;1;1;17;1;3;0;0;0;1;1;0;0;0;1;20;1;0;0;0;0;0;0;0;1;0;2;1;1;2;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W806;03;Pankow;806;Urnenwahlbezirk;08;83;O;1 700;1 159;541;0;824;15;0;824;72;66;401;98;25;6;38;6;44;0;1;0;4;4;1;0;0;0;1;0;0;0;0;0;24;0;1;1;3;0;0;0;0;0;1;3;4;0;0;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W807;03;Pankow;807;Urnenwahlbezirk;08;83;O;1 546;1 060;486;0;737;11;0;737;64;37;376;87;19;8;34;7;48;0;4;0;10;2;1;0;0;0;0;0;1;0;1;0;15;0;0;0;0;0;2;1;0;0;0;3;1;2;1;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W808;03;Pankow;808;Urnenwahlbezirk;08;83;O;1 721;1 384;337;0;787;6;3;784;90;71;218;154;69;6;27;13;58;0;1;0;11;9;0;1;1;1;2;3;1;0;2;0;15;0;2;0;0;0;2;2;0;0;1;2;5;2;2;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W809;03;Pankow;809;Urnenwahlbezirk;08;76;O;1 635;1 107;528;0;750;13;1;749;77;46;343;92;29;1;34;10;51;2;0;0;1;2;0;0;0;0;2;1;0;0;1;2;19;0;2;0;0;0;0;1;1;0;1;3;2;1;0;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W810;03;Pankow;810;Urnenwahlbezirk;08;76;O;1 532;1 108;424;0;774;22;0;774;65;42;336;119;25;11;36;9;60;0;1;0;3;1;2;0;0;0;0;0;2;2;3;1;23;0;0;1;0;2;5;0;0;0;0;2;2;2;2;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W811;03;Pankow;811;Urnenwahlbezirk;08;76;O;1 503;1 034;469;0;729;3;2;727;69;55;309;99;23;7;31;10;47;0;2;1;5;2;2;0;0;0;0;1;0;0;0;1;25;2;0;0;0;2;1;0;2;0;1;2;3;0;1;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W812;03;Pankow;812;Urnenwahlbezirk;08;76;O;1 738;1 239;499;0;890;16;3;887;91;82;395;95;43;8;46;16;49;0;1;0;4;2;1;0;0;0;0;0;0;1;3;1;16;0;1;0;0;1;1;0;0;5;0;0;1;1;1;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W813;03;Pankow;813;Urnenwahlbezirk;08;76;O;1 894;1 396;498;0;967;11;1;966;90;97;408;135;32;5;46;12;52;0;5;0;6;1;0;0;1;0;0;0;0;1;1;1;22;0;0;0;1;0;1;2;1;0;1;2;1;2;0;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W814;03;Pankow;814;Urnenwahlbezirk;08;76;O;1 448;1 039;409;0;728;15;3;725;72;41;307;84;26;4;31;6;60;2;0;2;5;1;1;0;0;0;0;0;1;0;2;0;23;0;0;0;0;0;1;9;0;0;0;8;2;0;1;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W815;03;Pankow;815;Urnenwahlbezirk;08;76;O;1 638;1 209;429;0;859;10;1;858;58;49;421;103;27;11;32;9;49;0;0;0;6;4;1;1;0;0;0;0;1;0;4;0;27;0;5;1;0;1;1;0;0;0;1;9;2;0;2;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W816;03;Pankow;816;Urnenwahlbezirk;08;76;O;1 536;1 142;394;0;801;10;5;796;76;37;369;112;30;6;26;12;55;0;6;1;7;1;0;0;0;0;2;1;0;0;3;0;16;0;0;0;0;0;0;1;1;0;1;3;4;0;1;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W817;03;Pankow;817;Urnenwahlbezirk;08;76;O;1 348;952;396;0;622;13;4;618;54;29;278;68;22;4;34;8;41;0;1;1;4;4;1;1;0;0;3;1;0;0;3;3;22;0;1;3;0;0;2;1;0;0;0;3;2;0;1;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W818;03;Pankow;818;Urnenwahlbezirk;08;76;O;1 333;902;431;0;635;6;0;635;56;50;264;79;32;5;32;12;44;0;0;0;1;3;0;0;0;0;1;1;0;1;0;0;19;0;1;0;0;1;2;1;1;2;0;4;3;0;1;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W819;03;Pankow;819;Urnenwahlbezirk;08;76;O;985;666;319;0;494;16;0;494;40;22;232;57;13;8;23;7;39;0;1;1;3;1;1;0;0;0;0;1;1;0;0;0;16;0;0;0;0;0;0;0;0;1;0;3;1;1;0;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W901;03;Pankow;901;Urnenwahlbezirk;09;76;O;1 650;1 296;354;0;817;6;4;813;88;50;283;140;55;5;20;25;77;2;7;0;9;2;3;0;0;0;1;3;1;0;3;0;13;0;2;0;0;2;3;2;0;0;1;3;0;3;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W902;03;Pankow;902;Urnenwahlbezirk;09;76;O;1 578;1 358;220;0;701;1;10;691;116;72;91;143;128;5;7;26;31;5;8;2;3;4;5;1;0;0;5;1;2;0;3;0;5;0;6;3;1;0;1;7;0;0;0;0;0;1;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W903;03;Pankow;903;Urnenwahlbezirk;09;76;O;1 814;1 432;382;0;973;7;6;967;94;84;374;141;67;7;46;16;57;2;1;1;13;3;0;4;0;0;2;1;0;0;2;0;19;1;2;0;2;1;1;4;0;0;2;5;1;2;1;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W904;03;Pankow;904;Urnenwahlbezirk;09;76;O;1 743;1 400;343;0;881;6;5;876;89;75;319;125;70;10;27;24;60;1;4;0;7;5;2;0;0;0;4;2;0;0;0;3;15;0;3;0;1;0;1;3;0;0;1;4;3;1;3;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W905;03;Pankow;905;Urnenwahlbezirk;09;83;O;1 348;1 117;231;0;549;3;7;542;134;54;67;118;68;3;14;13;17;0;4;1;3;4;4;0;0;0;1;3;1;2;0;0;6;0;11;0;0;1;0;2;0;0;0;3;2;0;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W906;03;Pankow;906;Urnenwahlbezirk;09;83;O;1 103;898;204;1;440;0;3;437;61;46;52;81;99;4;8;6;26;4;5;0;0;1;2;0;0;0;4;4;0;0;1;0;4;0;2;0;0;1;4;5;0;2;0;0;1;7;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W907;03;Pankow;907;Urnenwahlbezirk;09;83;O;1 163;961;202;0;461;0;9;452;73;60;54;91;85;2;13;9;18;3;4;0;2;5;1;0;0;1;0;1;2;0;0;0;0;0;8;0;0;0;0;4;0;3;0;0;2;7;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W908;03;Pankow;908;Urnenwahlbezirk;09;83;O;1 563;1 320;243;0;577;3;8;569;90;69;88;121;88;9;10;9;32;5;4;1;3;3;5;1;1;0;2;1;0;0;2;1;3;0;4;0;1;1;1;1;1;0;0;1;1;1;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W909;03;Pankow;909;Urnenwahlbezirk;09;83;O;1 042;788;254;0;464;4;6;458;60;53;98;70;79;1;22;11;21;1;1;1;4;2;3;0;0;1;2;0;0;0;0;1;4;1;4;1;0;2;1;0;2;2;0;2;1;1;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W910;03;Pankow;910;Urnenwahlbezirk;09;83;O;1 221;1 061;160;0;381;2;2;379;56;30;62;86;59;4;6;7;22;1;8;0;3;6;1;1;0;1;0;2;0;0;0;0;4;1;3;1;0;1;1;0;0;0;0;3;2;1;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W911;03;Pankow;911;Urnenwahlbezirk;09;83;O;1 392;1 150;242;0;586;7;2;584;47;46;202;104;41;8;11;11;56;1;3;0;3;1;5;0;0;1;0;2;1;0;2;0;10;0;3;1;1;0;0;1;0;1;2;1;3;0;1;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W912;03;Pankow;912;Urnenwahlbezirk;09;83;O;1 329;1 042;287;0;541;7;3;538;50;33;177;102;49;8;13;14;37;2;7;2;5;2;2;1;0;0;3;1;0;1;1;1;11;0;1;0;0;1;2;3;2;1;0;2;0;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W913;03;Pankow;913;Urnenwahlbezirk;09;83;O;1 493;1 176;317;0;681;10;6;675;85;42;215;105;67;11;18;20;47;1;5;2;6;2;3;0;0;0;0;0;0;1;1;1;14;0;4;1;1;4;3;2;0;2;0;1;2;1;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W914;03;Pankow;914;Urnenwahlbezirk;09;83;O;1 015;737;278;0;513;11;4;509;44;22;194;91;35;2;18;7;51;1;0;0;5;4;1;0;0;0;0;0;1;0;3;1;13;0;2;0;1;0;0;0;0;1;0;2;1;0;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W915;03;Pankow;915;Urnenwahlbezirk;09;83;O;1 903;1 490;413;0;884;12;8;876;104;46;361;122;47;6;23;21;72;1;4;2;2;1;2;0;0;0;3;2;0;2;3;0;11;0;1;0;1;1;3;4;1;1;0;3;5;0;3;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W916;03;Pankow;916;Urnenwahlbezirk;09;83;O;1 697;1 207;490;0;863;7;2;861;97;55;418;101;24;5;26;11;54;0;6;1;2;4;0;2;0;0;2;0;2;0;0;2;19;0;2;0;0;0;1;1;0;2;0;4;3;1;0;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W917;03;Pankow;917;Urnenwahlbezirk;09;83;O;1 567;1 119;448;0;812;15;1;811;75;51;378;103;35;8;27;9;58;0;2;0;6;1;1;0;0;0;1;0;0;0;2;0;20;0;1;0;1;2;0;0;1;2;0;4;3;1;0;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W918;03;Pankow;918;Urnenwahlbezirk;09;83;O;1 493;1 075;417;1;773;6;1;772;91;73;321;113;24;5;25;7;46;1;2;0;4;3;5;0;0;0;0;0;0;2;3;0;19;0;1;0;0;1;1;1;0;1;0;5;1;3;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W919;03;Pankow;919;Urnenwahlbezirk;09;83;O;1 726;1 248;478;0;924;15;2;922;98;85;425;101;30;8;38;11;59;0;2;0;6;9;1;0;1;0;0;1;0;0;1;1;17;0;0;0;1;1;0;1;0;0;0;3;0;0;1;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
