Stimmart;Adresse;Bezirksnummer;Bezirksname;Wahlbezirk;Wahlbezirksart;"Abgeordneten-
hauswahlkreis";"Bundestags-
wahlkreis";OstWest;Wahlberechtigte insgesamt;Wahlberechtigte A1;Wahlberechtigte A2;Wahlberechtigte A3;Wähler;"darunter
Wähler B1
(bei endgültigem Ergebnis)";Ungültige Stimmen;Gültige Stimmen;SPD;CDU;GRÜNE;DIE LINKE;AfD;PIRATEN;FDP;Tierschutzpartei;Die PARTEI;NPD;FAMILIE;Volksabstimmung;ÖDP;FREIE WÄHLER;DKP;MLPD;SGP;BP;TIERSCHUTZ hier!;Tierschutzallianz;Bündnis C;BIG;BGE;DIE DIREKTE!;DiEM25;III. Weg;Die Grauen;DIE RECHTE;DIE VIOLETTEN;LIEBE;DIE FRAUEN;Graue Panther;LKR;MENSCHLICHE WELT;NL;ÖkoLinX;Die Humanisten;PARTEI FÜR DIE TIERE;Gesundheitsforschung;Volt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;05B5H;05;Spandau;5H;Briefwahlbezirk;05;78;W;0;0;0;0;395;395;0;395;53;107;103;11;48;0;34;7;6;0;3;0;3;1;0;0;0;0;0;1;0;0;1;0;3;0;0;0;0;0;1;0;0;1;0;0;0;2;4;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;05B5I;05;Spandau;5I;Briefwahlbezirk;05;78;W;0;0;0;0;662;662;0;662;105;255;128;14;46;1;66;10;11;0;3;0;3;5;0;0;1;0;0;0;0;0;0;3;2;0;1;0;0;0;0;3;2;0;0;0;0;1;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;05B5J;05;Spandau;5J;Briefwahlbezirk;05;78;W;0;0;0;0;449;449;0;449;69;122;86;7;56;1;50;18;12;0;2;0;2;2;0;0;0;2;3;2;3;0;0;0;4;0;0;0;0;0;0;1;1;0;0;0;0;0;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;05B5K;05;Spandau;5K;Briefwahlbezirk;05;78;W;0;0;0;0;418;418;1;417;63;139;90;18;40;2;23;5;12;0;0;3;1;3;1;0;0;0;1;1;1;0;0;0;3;0;1;0;0;1;0;4;0;0;0;0;1;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;05B5L;05;Spandau;5L;Briefwahlbezirk;05;78;W;0;0;0;0;526;526;3;523;113;159;97;12;41;2;50;6;11;0;2;0;3;2;0;0;0;4;1;1;1;0;1;1;2;0;3;0;1;0;1;2;1;0;0;1;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B1A;06;Steglitz-Zehlendorf;1A;Briefwahlbezirk;01;79;W;0;0;0;0;943;943;3;940;181;232;284;37;71;5;66;8;13;0;0;1;3;0;0;0;0;2;3;2;2;0;4;0;6;1;3;0;0;0;3;2;0;2;2;1;1;1;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B1B;06;Steglitz-Zehlendorf;1B;Briefwahlbezirk;01;79;W;0;0;0;0;823;823;5;818;151;155;270;51;39;10;48;18;24;0;2;1;2;2;0;0;1;0;3;0;1;0;1;0;8;0;4;0;0;1;3;4;1;1;0;0;4;0;3;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B1C;06;Steglitz-Zehlendorf;1C;Briefwahlbezirk;01;79;W;0;0;0;0;865;865;2;863;155;133;346;39;48;3;57;9;26;0;1;1;2;2;0;0;0;2;3;1;0;0;0;1;6;0;3;0;0;0;0;6;1;0;0;2;2;1;1;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B1D;06;Steglitz-Zehlendorf;1D;Briefwahlbezirk;01;79;W;0;0;0;0;710;710;3;707;128;101;240;49;41;9;44;13;29;0;3;1;6;3;0;0;0;1;2;5;0;0;4;0;9;0;3;0;1;1;1;2;0;0;0;0;0;0;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B1E;06;Steglitz-Zehlendorf;1E;Briefwahlbezirk;01;79;W;0;0;0;0;754;754;4;750;137;171;226;27;63;4;43;20;19;0;1;1;2;4;1;0;0;1;2;1;1;0;3;0;3;0;4;0;0;0;0;4;1;0;0;1;0;2;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B1F;06;Steglitz-Zehlendorf;1F;Briefwahlbezirk;01;79;W;0;0;0;0;720;720;6;714;130;153;203;54;61;7;45;10;14;0;3;1;3;3;1;0;0;1;2;1;1;0;2;0;4;0;1;0;0;0;2;4;1;1;1;1;1;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B1G;06;Steglitz-Zehlendorf;1G;Briefwahlbezirk;01;79;W;0;0;0;0;906;906;5;901;150;213;292;34;54;5;69;7;22;0;1;1;3;8;1;0;0;1;2;0;1;0;1;0;9;0;3;0;2;1;1;3;3;1;1;3;0;2;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B1H;06;Steglitz-Zehlendorf;1H;Briefwahlbezirk;01;79;W;0;0;0;0;838;838;2;836;142;141;281;57;48;3;52;9;26;1;7;4;4;7;2;0;0;2;3;1;4;0;3;0;10;0;3;0;1;1;2;4;1;0;0;1;0;0;5;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B1I;06;Steglitz-Zehlendorf;1I;Briefwahlbezirk;01;79;W;0;0;0;0;1 020;1 020;4;1 016;184;254;306;48;50;8;67;8;25;0;1;0;3;4;2;1;0;1;4;1;0;1;5;1;12;0;5;0;1;0;1;3;1;1;2;0;4;3;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B1J;06;Steglitz-Zehlendorf;1J;Briefwahlbezirk;01;79;W;0;0;0;0;500;500;3;497;99;96;163;23;34;1;24;6;26;0;0;1;5;0;0;0;0;0;0;4;0;0;0;1;1;0;1;0;1;0;1;2;0;2;1;2;0;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B2A;06;Steglitz-Zehlendorf;2A;Briefwahlbezirk;02;79;W;0;0;0;0;899;899;4;895;172;182;280;55;57;5;63;9;33;0;2;0;3;3;0;0;0;0;1;2;1;1;0;0;11;0;2;0;0;0;1;4;1;0;1;1;1;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B2B;06;Steglitz-Zehlendorf;2B;Briefwahlbezirk;02;79;W;0;0;0;0;755;755;5;750;157;163;167;58;59;6;50;20;26;0;5;0;2;3;1;0;0;1;1;0;0;0;3;0;12;0;1;0;1;0;1;3;0;2;0;0;3;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B2C;06;Steglitz-Zehlendorf;2C;Briefwahlbezirk;02;79;W;0;0;0;0;641;641;3;638;123;162;159;27;51;4;50;12;19;0;1;0;1;5;0;0;0;2;1;0;0;0;0;0;3;0;0;1;0;0;1;6;0;0;1;0;1;1;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B2D;06;Steglitz-Zehlendorf;2D;Briefwahlbezirk;02;79;W;0;0;0;0;821;821;1;820;123;250;156;51;69;5;66;15;28;0;3;0;4;2;1;0;1;1;4;6;0;0;0;0;8;0;5;1;3;2;1;3;3;0;0;0;2;2;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B2E;06;Steglitz-Zehlendorf;2E;Briefwahlbezirk;02;79;W;0;0;0;0;761;761;6;755;151;137;213;51;57;6;38;15;32;1;9;3;7;0;0;0;0;0;2;1;1;1;1;0;8;0;2;1;3;0;1;2;2;1;0;1;1;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B2F;06;Steglitz-Zehlendorf;2F;Briefwahlbezirk;02;79;W;0;0;0;0;778;778;6;772;140;142;243;42;66;5;45;14;23;0;6;5;6;3;0;0;1;0;5;1;0;0;0;0;4;0;2;1;0;2;1;6;2;0;0;0;1;1;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B2G;06;Steglitz-Zehlendorf;2G;Briefwahlbezirk;02;79;W;0;0;0;0;824;824;4;820;162;178;215;42;79;4;54;16;16;3;4;1;11;4;0;0;0;0;2;1;1;2;1;0;8;0;3;0;0;1;0;3;3;3;0;0;0;2;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B2H;06;Steglitz-Zehlendorf;2H;Briefwahlbezirk;02;79;W;0;0;0;0;923;923;4;919;154;225;271;40;72;4;55;11;30;1;2;0;5;5;1;0;0;3;3;0;1;1;2;1;7;0;4;0;0;3;1;1;2;0;0;1;1;3;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B2I;06;Steglitz-Zehlendorf;2I;Briefwahlbezirk;02;79;W;0;0;0;0;758;758;2;756;131;147;232;44;42;2;44;20;31;3;2;2;13;3;0;0;0;1;2;1;2;0;1;0;7;0;0;0;1;0;3;2;1;0;0;1;3;2;4;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B3A;06;Steglitz-Zehlendorf;3A;Briefwahlbezirk;03;79;W;0;0;0;0;1 052;1 052;9;1 043;184;268;311;37;72;4;92;16;20;0;0;2;5;3;0;2;0;0;0;1;0;0;1;0;11;0;0;0;0;1;0;2;1;0;1;2;0;3;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B3B;06;Steglitz-Zehlendorf;3B;Briefwahlbezirk;03;79;W;0;0;0;0;826;826;3;823;124;232;260;37;45;4;45;11;19;1;1;1;4;2;0;0;0;2;1;0;5;0;0;1;7;0;0;0;0;1;0;3;5;0;0;1;0;2;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B3C;06;Steglitz-Zehlendorf;3C;Briefwahlbezirk;03;79;W;0;0;0;0;821;821;3;818;147;218;222;45;60;4;66;5;9;0;2;1;13;2;0;0;0;0;6;0;0;0;2;0;3;0;0;0;2;0;2;2;0;1;0;3;0;0;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B3D;06;Steglitz-Zehlendorf;3D;Briefwahlbezirk;03;79;W;0;0;0;0;836;836;2;834;137;261;235;26;48;7;57;5;23;0;2;0;3;2;0;0;0;2;2;0;0;2;1;0;5;0;3;0;1;0;1;2;0;0;0;0;1;1;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B3E;06;Steglitz-Zehlendorf;3E;Briefwahlbezirk;03;79;W;0;0;0;0;740;740;1;739;111;245;185;25;53;3;68;12;15;0;1;1;0;1;1;0;1;0;2;2;0;0;0;0;3;1;0;0;0;0;2;0;1;0;1;2;1;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B3F;06;Steglitz-Zehlendorf;3F;Briefwahlbezirk;03;79;W;0;0;0;0;854;854;8;846;149;253;244;23;52;4;63;11;15;1;1;0;4;5;0;0;0;3;0;0;0;0;1;0;2;0;0;0;0;0;0;3;2;1;0;0;1;3;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B3G;06;Steglitz-Zehlendorf;3G;Briefwahlbezirk;03;79;W;0;0;0;0;826;826;6;820;152;222;184;44;67;7;44;15;17;2;5;3;4;5;0;0;1;3;2;0;1;0;1;0;7;0;6;0;2;2;2;9;3;0;2;1;0;3;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B3H;06;Steglitz-Zehlendorf;3H;Briefwahlbezirk;03;79;W;0;0;0;0;976;976;5;971;158;297;254;27;74;5;79;11;15;1;1;1;5;11;0;0;0;0;3;3;0;1;2;0;7;0;0;0;0;0;0;2;2;2;0;2;2;1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B3I;06;Steglitz-Zehlendorf;3I;Briefwahlbezirk;03;79;W;0;0;0;0;983;983;1;982;154;360;240;21;45;6;81;10;13;3;1;0;4;3;0;0;1;0;0;2;5;0;0;0;2;0;3;0;0;0;1;2;4;2;1;3;3;3;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B3J;06;Steglitz-Zehlendorf;3J;Briefwahlbezirk;03;79;W;0;0;0;0;1 056;1 056;4;1 052;193;396;240;22;61;2;80;14;14;0;1;2;3;1;0;0;0;0;5;1;0;0;1;1;2;0;1;0;0;0;0;3;1;1;2;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B4A;06;Steglitz-Zehlendorf;4A;Briefwahlbezirk;04;79;W;0;0;0;0;808;808;6;802;139;250;202;22;50;6;61;12;16;0;3;0;5;2;0;0;0;1;1;0;2;1;0;0;5;0;3;1;1;1;0;4;2;0;0;0;1;1;6;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B4B;06;Steglitz-Zehlendorf;4B;Briefwahlbezirk;04;79;W;0;0;0;0;820;820;3;817;125;250;211;34;49;6;73;9;18;0;0;4;7;1;1;0;1;0;1;0;0;2;1;1;5;0;2;0;1;0;0;6;0;2;0;1;0;2;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B4C;06;Steglitz-Zehlendorf;4C;Briefwahlbezirk;04;79;W;0;0;0;0;861;861;4;857;138;255;230;24;63;7;61;17;17;0;4;1;3;5;0;0;0;4;0;2;6;0;1;0;2;1;1;0;0;1;0;3;2;0;0;0;2;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B4D;06;Steglitz-Zehlendorf;4D;Briefwahlbezirk;04;79;W;0;0;0;0;710;710;8;702;135;218;160;29;61;4;46;5;7;0;1;1;4;3;0;0;0;3;2;2;5;0;1;0;3;0;4;0;0;0;1;1;0;2;0;1;0;0;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B4E;06;Steglitz-Zehlendorf;4E;Briefwahlbezirk;04;79;W;0;0;0;0;894;894;3;891;157;295;213;32;46;6;63;16;17;1;3;1;8;3;0;0;0;0;0;0;1;0;0;0;5;0;3;0;1;1;0;4;3;1;1;2;0;0;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B4F;06;Steglitz-Zehlendorf;4F;Briefwahlbezirk;04;79;W;0;0;0;0;554;554;5;549;129;178;75;16;43;6;31;9;4;3;2;1;4;8;2;0;0;0;3;0;5;0;1;0;9;0;3;0;1;0;0;2;2;2;0;2;0;2;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B4G;06;Steglitz-Zehlendorf;4G;Briefwahlbezirk;04;79;W;0;0;0;0;615;615;7;608;107;176;128;27;57;4;50;10;8;0;3;2;3;3;0;0;0;2;4;2;0;0;1;0;4;0;3;0;0;0;1;2;2;0;0;0;2;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B4H;06;Steglitz-Zehlendorf;4H;Briefwahlbezirk;04;79;W;0;0;0;0;718;718;3;715;128;188;178;31;70;6;59;5;16;0;1;1;1;3;0;0;0;1;1;3;2;0;2;0;5;0;4;0;1;0;1;2;0;1;0;0;0;1;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B4I;06;Steglitz-Zehlendorf;4I;Briefwahlbezirk;04;79;W;0;0;0;0;738;738;8;730;129;206;162;36;58;7;55;11;13;4;4;1;1;1;0;1;0;4;1;0;2;0;1;1;9;0;1;0;0;1;0;7;3;1;0;1;0;0;3;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B5A;06;Steglitz-Zehlendorf;5A;Briefwahlbezirk;05;79;W;0;0;0;0;816;816;4;812;161;257;167;32;64;6;62;12;15;1;1;2;1;5;0;0;0;1;2;0;2;1;0;0;7;0;2;0;0;0;0;3;2;0;0;0;2;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B5B;06;Steglitz-Zehlendorf;5B;Briefwahlbezirk;05;79;W;0;0;0;0;879;879;7;872;155;282;221;37;62;4;66;5;18;0;0;2;0;2;0;0;0;1;1;0;2;0;1;0;4;0;1;0;2;0;0;4;0;0;0;0;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B5C;06;Steglitz-Zehlendorf;5C;Briefwahlbezirk;05;79;W;0;0;0;0;632;632;1;631;118;169;130;33;54;6;28;10;21;0;7;2;3;1;0;2;0;0;6;6;0;0;1;0;0;2;11;2;2;1;1;1;0;2;0;2;1;3;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B5D;06;Steglitz-Zehlendorf;5D;Briefwahlbezirk;05;79;W;0;0;0;0;728;728;7;721;143;225;164;24;48;4;45;12;15;0;4;2;3;3;0;0;0;0;2;2;1;0;0;0;2;0;1;0;2;2;0;3;3;1;0;1;0;4;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B5E;06;Steglitz-Zehlendorf;5E;Briefwahlbezirk;05;79;W;0;0;0;0;757;757;2;755;132;238;160;19;68;2;64;7;14;0;5;1;4;2;0;1;0;0;3;0;2;5;0;2;5;0;2;0;0;0;1;7;2;2;0;0;2;2;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B5F;06;Steglitz-Zehlendorf;5F;Briefwahlbezirk;05;79;W;0;0;0;0;493;493;6;487;88;139;87;23;47;0;37;7;19;0;1;4;4;2;0;0;0;2;2;2;1;0;2;1;4;1;2;1;2;0;0;6;0;1;0;0;0;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B5G;06;Steglitz-Zehlendorf;5G;Briefwahlbezirk;05;79;W;0;0;0;0;599;599;8;591;104;157;101;33;60;7;37;17;15;2;3;2;4;6;0;1;0;2;4;1;3;0;3;0;4;1;2;0;2;2;0;8;1;0;0;0;0;2;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B5H;06;Steglitz-Zehlendorf;5H;Briefwahlbezirk;05;79;W;0;0;0;0;778;778;1;777;129;235;152;20;76;3;72;11;17;1;7;0;4;6;3;0;0;3;2;4;0;0;1;2;4;0;5;0;0;0;1;9;3;1;0;0;0;2;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B5I;06;Steglitz-Zehlendorf;5I;Briefwahlbezirk;05;79;W;0;0;0;0;456;456;7;449;89;112;94;20;35;4;34;8;8;0;2;5;3;1;0;0;1;0;3;4;0;2;1;0;3;0;5;0;0;0;1;5;0;0;1;0;1;0;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B6A;06;Steglitz-Zehlendorf;6A;Briefwahlbezirk;06;79;W;0;0;0;0;897;897;4;893;171;223;267;36;55;9;67;9;20;0;0;0;6;5;0;0;0;0;0;1;2;0;1;0;4;0;4;0;0;0;1;1;2;1;1;1;1;1;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B6B;06;Steglitz-Zehlendorf;6B;Briefwahlbezirk;06;79;W;0;0;0;0;942;942;4;938;173;197;318;31;50;4;84;12;12;0;1;1;4;5;0;0;0;0;1;2;1;0;3;0;9;0;3;0;1;0;1;8;2;0;0;4;1;1;1;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B6C;06;Steglitz-Zehlendorf;6C;Briefwahlbezirk;06;79;W;0;0;0;0;845;845;3;842;152;196;274;24;61;2;53;12;21;0;1;0;4;3;0;0;0;0;2;3;2;0;2;1;7;0;2;0;0;0;3;2;3;0;0;2;1;4;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B6D;06;Steglitz-Zehlendorf;6D;Briefwahlbezirk;06;79;W;0;0;0;0;988;988;5;983;184;305;244;23;64;4;96;12;14;0;1;2;3;3;1;0;0;4;3;2;0;0;0;0;4;0;1;1;0;0;1;2;2;1;0;0;1;1;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B6E;06;Steglitz-Zehlendorf;6E;Briefwahlbezirk;06;79;W;0;0;0;0;921;921;1;920;132;280;259;30;60;7;83;8;13;0;2;2;5;0;1;0;0;2;0;0;1;0;1;0;8;0;0;0;1;0;1;3;3;1;1;1;2;1;1;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B6F;06;Steglitz-Zehlendorf;6F;Briefwahlbezirk;06;79;W;0;0;0;0;974;974;7;967;169;255;261;39;67;6;81;14;25;3;2;0;3;6;0;0;0;1;2;2;1;0;1;1;7;0;0;0;0;1;0;3;2;0;0;2;0;1;0;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B6G;06;Steglitz-Zehlendorf;6G;Briefwahlbezirk;06;79;W;0;0;0;0;899;899;1;898;145;270;251;28;59;8;72;11;19;0;1;2;5;5;0;0;0;1;3;3;0;0;1;0;4;0;0;0;0;0;0;0;2;1;0;0;0;2;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B6H;06;Steglitz-Zehlendorf;6H;Briefwahlbezirk;06;79;W;0;0;0;0;802;802;4;798;123;211;237;43;68;1;51;13;11;0;2;3;2;4;0;0;0;2;1;0;4;0;1;0;6;0;3;0;0;1;2;2;2;0;0;0;0;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B6I;06;Steglitz-Zehlendorf;6I;Briefwahlbezirk;06;79;W;0;0;0;0;964;964;1;963;108;368;215;20;65;4;141;10;9;0;2;0;2;2;0;1;0;0;0;1;0;1;2;0;2;0;0;0;0;0;0;0;1;1;0;1;2;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B6J;06;Steglitz-Zehlendorf;6J;Briefwahlbezirk;06;79;W;0;0;0;0;581;581;2;579;62;253;103;3;37;2;95;1;9;0;1;0;3;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B7A;06;Steglitz-Zehlendorf;7A;Briefwahlbezirk;07;79;W;0;0;0;0;891;891;2;889;135;277;228;29;56;6;98;9;11;0;2;0;5;4;1;0;0;2;1;1;1;0;1;0;6;0;1;0;0;1;3;4;1;0;0;1;0;1;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B7B;06;Steglitz-Zehlendorf;7B;Briefwahlbezirk;07;79;W;0;0;0;0;898;898;0;898;123;276;238;20;68;3;117;6;15;1;1;0;5;3;1;0;1;0;1;0;0;0;0;0;5;0;0;1;1;0;3;2;1;0;0;1;0;3;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B7C;06;Steglitz-Zehlendorf;7C;Briefwahlbezirk;07;79;W;0;0;0;0;1 009;1 009;2;1 007;156;295;251;27;92;6;101;9;26;0;0;0;2;2;1;0;0;2;5;1;0;0;0;0;5;0;0;0;3;0;1;1;3;2;0;1;2;1;1;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B7D;06;Steglitz-Zehlendorf;7D;Briefwahlbezirk;07;79;W;0;0;0;0;1 008;1 008;4;1 004;176;320;259;28;62;7;94;8;16;0;2;1;4;0;0;0;0;0;2;1;0;0;2;0;3;0;1;0;0;0;1;1;2;2;2;3;0;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B7E;06;Steglitz-Zehlendorf;7E;Briefwahlbezirk;07;79;W;0;0;0;0;1 040;1 040;2;1 038;167;318;265;34;54;3;102;15;29;0;1;1;3;3;0;0;0;0;2;0;0;1;0;0;13;0;1;0;0;0;0;4;4;0;0;6;1;1;0;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B7F;06;Steglitz-Zehlendorf;7F;Briefwahlbezirk;07;79;W;0;0;0;0;959;959;1;958;146;294;267;27;70;6;102;3;12;1;1;0;2;4;0;0;0;1;0;0;1;0;2;0;2;0;0;0;1;0;0;0;1;1;0;1;1;2;0;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B7G;06;Steglitz-Zehlendorf;7G;Briefwahlbezirk;07;79;W;0;0;0;0;878;878;4;874;146;255;228;26;54;2;101;7;11;0;1;1;6;1;0;0;0;0;2;0;0;0;0;0;5;0;6;0;0;0;0;1;0;1;0;0;1;0;3;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B7H;06;Steglitz-Zehlendorf;7H;Briefwahlbezirk;07;79;W;0;0;0;0;760;760;1;759;121;206;213;24;47;2;95;14;18;0;0;0;2;0;0;0;0;0;0;1;3;0;1;0;3;0;0;0;1;0;2;0;1;1;0;2;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B7I;06;Steglitz-Zehlendorf;7I;Briefwahlbezirk;07;79;W;0;0;0;0;894;894;6;888;152;282;225;37;52;3;63;11;20;0;1;1;5;2;0;0;1;1;4;7;3;0;1;0;0;0;2;1;0;0;3;1;1;0;1;2;1;1;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;06B7J;06;Steglitz-Zehlendorf;7J;Briefwahlbezirk;07;79;W;0;0;0;0;634;634;0;634;90;187;189;8;39;3;76;2;9;0;0;0;5;1;0;0;0;0;2;0;0;0;0;1;6;0;1;0;0;1;0;1;3;0;0;1;1;0;0;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;07B1A;07;Tempelhof-Schöneberg;1A;Briefwahlbezirk;01;81;W;0;0;0;0;805;805;2;803;123;188;219;42;81;5;70;8;20;1;0;1;3;6;1;0;0;2;3;1;0;1;2;0;5;0;2;0;2;0;1;1;2;0;1;3;1;0;1;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;07B1B;07;Tempelhof-Schöneberg;1B;Briefwahlbezirk;01;81;W;0;0;0;0;603;603;3;600;84;51;258;64;32;3;27;7;32;1;0;1;4;0;1;0;0;1;1;2;0;2;1;0;7;0;1;0;0;0;0;2;0;1;0;2;2;1;0;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;07B1C;07;Tempelhof-Schöneberg;1C;Briefwahlbezirk;01;81;W;0;0;0;0;814;814;1;813;98;57;384;85;40;5;36;8;50;0;1;1;3;0;1;0;0;0;1;1;1;1;4;0;16;0;0;0;1;1;2;3;0;0;1;2;1;0;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
